work_id,author_id,author_name,author_position,institutions
WOS:001453105900004,,"Wang, H.",1,Tsinghua University
WOS:001453105900004,,"Hu, J.",2,Sorbonne University
WOS:001453105900004,,"Morandi, A.",3,ETH Zurich
WOS:001453105900004,,"Nardi, A.",4,
WOS:001453105900004,,"Xia, F.",5,Sorbonne University
WOS:001453105900004,,"Li, X.",6,
WOS:001453105900004,,"Savo, R.",7,"Ctr Ric Enr Fermi, I-00184 Rome, Italy."
WOS:001453105900004,,"Liu, Q.",8,Tsinghua University
WOS:001453105900004,,"Grange, R.",9,
WOS:001453105900004,,"Gigan, S.",10,Sorbonne University
WOS:001438096100007,,"Muda, A.",1,Koc University
WOS:001438096100007,,"Tegin, U.",2,Koc University
WOS:000787768500012,,"Xia, C.",1,"Univ Otago, Dept Comp Sci, Dunedin, New Zealand."
WOS:000787768500012,,"Chen, Y.",2,"Univ Otago, Dept Comp Sci, Dunedin, New Zealand."
WOS:000787768500012,,"Zhang, H.",3,"Univ Otago, Dept Comp Sci, Dunedin, New Zealand."
WOS:000787768500012,,"Zhang, H.",4,"Univ Otago, Dept Comp Sci, Dunedin, New Zealand."
WOS:000787768500012,,"Wu, J.",5,"Guangdong Univ Technol, Sch Comp, Guangzhou, Peoples R China."
WOS:001487986800016,,"Kesgin, B.",1,Koc University
WOS:001487986800016,,"Tegin, U.",2,Koc University
WOS:001577664100003,,"Yu, M.",1,"Xidian Univ, Sch Telecommun Engn, State Key Lab Integrated Serv Networks, Xian 710071, Shaanxi, Peoples R China."
WOS:001577664100003,,"Zhao, H.",2,"Xidian Univ, Sch Telecommun Engn, State Key Lab Integrated Serv Networks, Xian 710071, Shaanxi, Peoples R China."
WOS:001577664100003,,"Xiang, S.",3,"Xidian Univ, Natl Engn Res Ctr Wide Band Gap Semicond, Sch Microelect, Xian 710071, Shaanxi, Peoples R China."
WOS:001577664100003,,"Guo, X.",4,"Xidian Univ, Natl Engn Res Ctr Wide Band Gap Semicond, Sch Microelect, Xian 710071, Shaanxi, Peoples R China."
WOS:001577664100003,,"Xie, C.",5,"Xidian Univ, Sch Telecommun Engn, State Key Lab Integrated Serv Networks, Xian 710071, Shaanxi, Peoples R China."
WOS:001577664100003,,"Hao, Y.",6,"Xidian Univ, Natl Engn Res Ctr Wide Band Gap Semicond, Sch Microelect, Xian 710071, Shaanxi, Peoples R China."
WOS:001729274700005,,"Stein, M.",1,"Cornell Univ, Sch Appl & Engn Phys, Ithaca, NY 14853 USA."
WOS:001729274700005,,"Onodera, T.",2,"Cornell Univ, Sch Appl & Engn Phys, Ithaca, NY 14853 USA."
WOS:001729274700005,,"Yanagimoto, R.",3,"Cornell Univ, Sch Appl & Engn Phys, Ithaca, NY 14853 USA."
WOS:001729274700005,,"Wright, L.",4,
WOS:001729274700005,,"McMahon, P.",5,"Cornell Univ, Kavli Inst Cornell Nanoscale Sci, Ithaca, NY USA."
WOS:001449664800046,,"Marciano, P.",1,"Univ Fed Espirito Santo, Dept Elect Engn, BR-29075910 Vitoria, Brazil."
WOS:001449664800046,,"Staffoli, E.",2,University of Trento
WOS:001449664800046,,"Maddinelli, G.",3,University of Trento
WOS:001449664800046,,"Coelho, M.",4,"Univ Fed Espirito Santo, Dept Elect Engn, BR-29075910 Vitoria, Brazil."
WOS:001449664800046,,"Silva, L.",5,"Univ Fed Espirito Santo, Dept Elect Engn, BR-29075910 Vitoria, Brazil."
WOS:001449664800046,,"Silva, J.",6,"Univ Fed Espirito Santo, Dept Elect Engn, BR-29075910 Vitoria, Brazil."
WOS:001449664800046,,"Pontes, M.",7,"Univ Fed Espirito Santo, Dept Elect Engn, BR-29075910 Vitoria, Brazil."
WOS:001449664800046,,"Segatto, M.",8,"Univ Fed Espirito Santo, Dept Elect Engn, BR-29075910 Vitoria, Brazil."
WOS:001449664800046,,"Pavesi, L.",9,University of Trento
WOS:001528007500001,,"Staffoli, E.",1,University of Trento
WOS:001528007500001,,"Ferri, E.",2,University of Trento
WOS:001528007500001,,"Gretter, S.",3,University of Trento
WOS:001528007500001,,"Pavesi, L.",4,University of Trento
WOS:001582826400493,,"Wang, Y.",1,"Univ Cambridge, Elect Engn Div, Dept Engn, Ctr Photon Syst, Cambridge CB3 0FA, England."
WOS:001582826400493,,"Zhang, Z.",2,"Univ Cambridge, Elect Engn Div, Dept Engn, Ctr Photon Syst, Cambridge CB3 0FA, England."
WOS:001582826400493,,"Yao, C.",3,"GlitterinTech Ltd, Xuzhou, Peoples R China."
WOS:001582826400493,,"Chen, M.",4,"Univ Cambridge, Elect Engn Div, Dept Engn, Ctr Photon Syst, Cambridge CB3 0FA, England."
WOS:001582826400493,,"Ma, J.",5,"GlitterinTech Ltd, Xuzhou, Peoples R China."
WOS:001582826400493,,"Yan, T.",6,"GlitterinTech Ltd, Xuzhou, Peoples R China."
WOS:001582826400493,,"Penty, R.",7,"Univ Cambridge, Elect Engn Div, Dept Engn, Ctr Photon Syst, Cambridge CB3 0FA, England."
WOS:001582826400493,,"Cheng, Q.",8,"GlitterinTech Ltd, Xuzhou, Peoples R China."
WOS:001600446700361,,"von Hünefeld, G.",1,
WOS:001600446700361,,"Kaveh, M.",2,"Heinrich Hert Inst, Fraunhofer Inst Telecommun, Einsteinufer 37, D-10587 Berlin, Germany."
WOS:001600446700361,,"Hopfmüller, J.",3,
WOS:001600446700361,,"Safari, P.",4,"Heinrich Hert Inst, Fraunhofer Inst Telecommun, Einsteinufer 37, D-10587 Berlin, Germany."
WOS:001600446700361,,"Seker, E.",5,"Heinrich Hert Inst, Fraunhofer Inst Telecommun, Einsteinufer 37, D-10587 Berlin, Germany."
WOS:001600446700361,,"Thomas, R.",6,"Heinrich Hert Inst, Fraunhofer Inst Telecommun, Einsteinufer 37, D-10587 Berlin, Germany."
WOS:001600446700361,,"Aghaeipour, M.",7,"Heinrich Hert Inst, Fraunhofer Inst Telecommun, Einsteinufer 37, D-10587 Berlin, Germany."
WOS:001600446700361,,"Stahl, D.",8,"Heinrich Hert Inst, Fraunhofer Inst Telecommun, Einsteinufer 37, D-10587 Berlin, Germany."
WOS:001600446700361,,"Suckow, S.",9,"Heinrich Hert Inst, Fraunhofer Inst Telecommun, Einsteinufer 37, D-10587 Berlin, Germany."
WOS:001600446700361,,"Lemme, M.",10,"Heinrich Hert Inst, Fraunhofer Inst Telecommun, Einsteinufer 37, D-10587 Berlin, Germany."
WOS:001600446700361,,"Fischer, J.",11,"Heinrich Hert Inst, Fraunhofer Inst Telecommun, Einsteinufer 37, D-10587 Berlin, Germany."
WOS:001600446700361,,"Schubert, C.",12,"Heinrich Hert Inst, Fraunhofer Inst Telecommun, Einsteinufer 37, D-10587 Berlin, Germany."
WOS:001600446700361,,"Freund, R.",13,"Heinrich Hert Inst, Fraunhofer Inst Telecommun, Einsteinufer 37, D-10587 Berlin, Germany."
WOS:001569351700003,,"Klein, A.",1,"Univ Cent Florida, CREOL, Coll Opt & Photon, 4304 Scorpius St, Orlando, FL 32816 USA."
WOS:001569351700003,,"Zhu, Z.",2,"Univ Cent Florida, CREOL, Coll Opt & Photon, 4304 Scorpius St, Orlando, FL 32816 USA."
WOS:001569351700003,,"Silverio, S.",3,"Univ Cent Florida, CREOL, Coll Opt & Photon, 4304 Scorpius St, Orlando, FL 32816 USA."
WOS:001569351700003,,"Li, G.",4,"Univ Cent Florida, CREOL, Coll Opt & Photon, 4304 Scorpius St, Orlando, FL 32816 USA."
WOS:001569351700003,,"Pang, S.",5,"Univ Cent Florida, CREOL, Coll Opt & Photon, 4304 Scorpius St, Orlando, FL 32816 USA."
WOS:001522745300001,,"Talukder, R.",1,"Univ Marie & Louis Pasteur, Opt Dept, FEMTO ST Inst, CNRS,UMR 6174, Besancon, France."
WOS:001522745300001,,"Skalli, A.",2,"Univ Marie & Louis Pasteur, Opt Dept, FEMTO ST Inst, CNRS,UMR 6174, Besancon, France."
WOS:001522745300001,,"Porte, X.",3,"Univ Strathclyde, Inst Photon, Dept Phys, 99 George str, Glasgow City G1 1RD, Scotland."
WOS:001522745300001,,"Thorpe, S.",4,"Univ Toulouse III, Ctr Rech Cerveau & Cognit, CERCO,UMR5549, CNRS, Toulouse, France."
WOS:001522745300001,,"Brunner, D.",5,"Univ Marie & Louis Pasteur, Opt Dept, FEMTO ST Inst, CNRS,UMR 6174, Besancon, France."
WOS:001582826400125,,"Lance, R.",1,"Univ Marie & Louis Pasteur, CNRS, Inst FEMTO ST, F-25000 Besancon, France."
WOS:001582826400125,,"Skalli, A.",2,"Univ Marie & Louis Pasteur, CNRS, Inst FEMTO ST, F-25000 Besancon, France."
WOS:001582826400125,,"Porte, X.",3,"Univ Strathclyde, Inst Photon, Glasgow, Scotland."
WOS:001582826400125,,"Brunner, D.",4,"Univ Marie & Louis Pasteur, CNRS, Inst FEMTO ST, F-25000 Besancon, France."
WOS:001233664400001,,"Cong, G.",1,"Natl Inst Adv Ind Sci & Technol, Platform Photon Res Ctr, 16-1 Onogawa, Tsukuba, Ibaraki 3058569, Japan."
WOS:001233664400001,,"Yamamoto, N.",2,"Natl Inst Adv Ind Sci & Technol, Platform Photon Res Ctr, 16-1 Onogawa, Tsukuba, Ibaraki 3058569, Japan."
WOS:001233664400001,,"Kou, R.",3,"Natl Inst Adv Ind Sci & Technol, Platform Photon Res Ctr, 16-1 Onogawa, Tsukuba, Ibaraki 3058569, Japan."
WOS:001233664400001,,"Maegami, Y.",4,"Natl Inst Adv Ind Sci & Technol, Platform Photon Res Ctr, 16-1 Onogawa, Tsukuba, Ibaraki 3058569, Japan."
WOS:001233664400001,,"Namiki, S.",5,"Natl Inst Adv Ind Sci & Technol, Platform Photon Res Ctr, 16-1 Onogawa, Tsukuba, Ibaraki 3058569, Japan."
WOS:001233664400001,,"Yamada, K.",6,"Natl Inst Adv Ind Sci & Technol, Platform Photon Res Ctr, 16-1 Onogawa, Tsukuba, Ibaraki 3058569, Japan."
WOS:001301185700012,,"Li, Y.",1,"Beijing Univ Posts & Telecommun, Sch Future, Beijing 100876, Peoples R China."
WOS:001301185700012,,"Yu, K.",2,"Beijing Univ Posts & Telecommun, Sch Future, Beijing 100876, Peoples R China."
WOS:001301185700012,,"Zhu, T.",3,"Beijing Univ Posts & Telecommun, Sch Informat & Commun Engn, Beijing 100876, Peoples R China."
WOS:001301185700012,,"Yu, T.",4,"Beijing Univ Posts & Telecommun, Sch Informat & Commun Engn, Beijing 100876, Peoples R China."
WOS:001301185700012,,"Shan, S.",5,"Beijing Univ Posts & Telecommun, Sch Sci, Beijing 100876, Peoples R China."
WOS:001301185700012,,"Gu, Y.",6,"Beijing Univ Posts & Telecommun, Sch Sci, Beijing 100876, Peoples R China."
WOS:001301185700012,,"Li, Z.",7,"Beijing Univ Posts & Telecommun, Sch Sci, Beijing 100876, Peoples R China."
WOS:001532172700354,,"Zheng, Y.",1,"East China Normal Univ, Sch Phys & Elect Sci, Extreme Optoelectromech Lab XXL, Shanghai 200241, Peoples R China."
WOS:001532172700354,,"Wu, R.",2,"East China Normal Univ, Sch Phys & Elect Sci, Extreme Optoelectromech Lab XXL, Shanghai 200241, Peoples R China."
WOS:001532172700354,,"Ren, Y.",3,"East China Normal Univ, Sch Phys & Elect Sci, Extreme Optoelectromech Lab XXL, Shanghai 200241, Peoples R China."
WOS:001532172700354,,"Bao, R.",4,"East China Normal Univ, Sch Phys & Elect Sci, Extreme Optoelectromech Lab XXL, Shanghai 200241, Peoples R China."
WOS:001532172700354,,"Liu, J.",5,"East China Normal Univ, Sch Phys & Elect Sci, Extreme Optoelectromech Lab XXL, Shanghai 200241, Peoples R China."
WOS:001532172700354,,"Ma, Y.",6,"Chinese Acad Sci, Shanghai Inst Opt & Fine Mech SIOM, Ctr Excellence Ultra Intense Laser Sci, Shanghai 201800, Peoples R China."
WOS:001532172700354,,"Wang, M.",7,"East China Normal Univ, Sch Phys & Elect Sci, Extreme Optoelectromech Lab XXL, Shanghai 200241, Peoples R China."
WOS:001532172700354,,"Cheng, Y.",8,"Hefei Natl Lab, Hefei 230088, Peoples R China."
WOS:001532177001453,,"Gottlieb, F.",1,"McGill Univ, Dept Phys, 3600 Rue Univ, Montreal, PQ H3A 2T8, Canada."
WOS:001532177001453,,"Wang, K.",2,"McGill Univ, Dept Phys, 3600 Rue Univ, Montreal, PQ H3A 2T8, Canada."
WOS:001282120900016,,"Blow, E.",1,"Princeton Univ, Engn Quadrangle, Princeton, NJ 08540 USA."
WOS:001282120900016,,"Zhang, J.",2,"Princeton Univ, Engn Quadrangle, Princeton, NJ 08540 USA."
WOS:001282120900016,,"Zhang, W.",3,"Princeton Univ, Engn Quadrangle, Princeton, NJ 08540 USA."
WOS:001282120900016,,"Bilodeau, S.",4,"Princeton Univ, Engn Quadrangle, Princeton, NJ 08540 USA."
WOS:001282120900016,,"Lederman, J.",5,"Princeton Univ, Engn Quadrangle, Princeton, NJ 08540 USA."
WOS:001282120900016,,"Shastri, B.",6,"Queens Univ, Dept Phys Engn Phys & Astron, Kingston, ON K7M 3N6, Canada."
WOS:001282120900016,,"Prucnal, P.",7,"Princeton Univ, Engn Quadrangle, Princeton, NJ 08540 USA."
WOS:001446495300082,,"Lugnan, A.",1,University of Trento
WOS:001446495300082,,"Foradori, A.",2,"Univ Ghent, Photon Res Grp, imec, B-9052 Ghent, Belgium."
WOS:001446495300082,,"Biasi, S.",3,University of Trento
WOS:001446495300082,,"Bienstman, P.",4,"Univ Ghent, Photon Res Grp, imec, B-9052 Ghent, Belgium."
WOS:001446495300082,,"Pavesi, L.",5,University of Trento
WOS:001532177003095,,"Zhao, Z.",1,"Zhejiang Univ, Coll Informat Sci & Elect Engn, Hangzhou 310027, Peoples R China."
WOS:001532177003095,,"Chen, B.",2,"Chinese Acad Sci, Inst Semiconductors, State Key Lab Integrated Optoelect, Beijing 100083, Peoples R China."
WOS:001532177003095,,"Ma, H.",3,"Zhejiang Univ, Coll Informat Sci & Elect Engn, Hangzhou 310027, Peoples R China."
WOS:001532177003095,,"Fu, Z.",4,"Zhejiang Univ, Coll Informat Sci & Elect Engn, Hangzhou 310027, Peoples R China."
WOS:001532177003095,,"Yu, Z.",5,"Zhejiang Univ, Coll Informat Sci & Elect Engn, Hangzhou 310027, Peoples R China."
WOS:001532177003095,,"Wang, Y.",6,"Zhejiang Univ, Coll Informat Sci & Elect Engn, Hangzhou 310027, Peoples R China."
WOS:001532177003095,,"Yang, J.",7,"Zhejiang Univ, Coll Informat Sci & Elect Engn, Hangzhou 310027, Peoples R China."
WOS:000939707900001,,"Chariton, A.",1,"Aristotle Univ Thessaloniki, Dept Informat, AIIA Lab, Computat Intelligence & Deep Learning Grp, Thessaloniki 54124, Greece."
WOS:000939707900001,,"Passalis, N.",2,"Aristotle Univ Thessaloniki, Dept Informat, AIIA Lab, Computat Intelligence & Deep Learning Grp, Thessaloniki 54124, Greece."
WOS:000939707900001,,"Pleros, N.",3,"Aristotle Univ Thessaloniki, Dept Informat, Wireless & Photon Syst & Networks Grp, Thessaloniki 54124, Greece."
WOS:000939707900001,,"Tefas, A.",4,"Aristotle Univ Thessaloniki, Dept Informat, AIIA Lab, Computat Intelligence & Deep Learning Grp, Thessaloniki 54124, Greece."
WOS:001164081800040,,"Li, S.",1,"Univ Calif Los Angeles, Los Angeles, CA 90024 USA."
WOS:001164081800040,,"Yang, H.",2,"Univ Calif Los Angeles, Los Angeles, CA 90024 USA."
WOS:001164081800040,,"Wong, C.",3,"Univ Calif Los Angeles, Los Angeles, CA 90024 USA."
WOS:001164081800040,,"Sorger, V.",4,"Univ Florida, Gainesville, FL USA."
WOS:001164081800040,,"Gupta, P.",5,"Univ Calif Los Angeles, Los Angeles, CA 90024 USA."
WOS:001098977900007,,"Staffoli, E.",1,University of Trento
WOS:001098977900007,,"Mancinelli, M.",2,"Ligentec SA, EPFL, Ecublens Vd, Switzerland."
WOS:001098977900007,,"Bettotti, P.",3,University of Trento
WOS:001098977900007,,"Pavesi, L.",4,University of Trento
WOS:000781665200034,,"Mourgias-Alexandris, G.",1,"Balkan Ctr, Ctr Interdisciplinary Res & Innovat CIRI AUTH, Bldg A&B,10th Km Thessaloniki Thermi Rd,POB 8318, GR-57001 Thessaloniki, Greece."
WOS:000781665200034,,"Moralis-Pegios, M.",2,"Balkan Ctr, Ctr Interdisciplinary Res & Innovat CIRI AUTH, Bldg A&B,10th Km Thessaloniki Thermi Rd,POB 8318, GR-57001 Thessaloniki, Greece."
WOS:000781665200034,,"Tsakyridis, A.",3,"Balkan Ctr, Ctr Interdisciplinary Res & Innovat CIRI AUTH, Bldg A&B,10th Km Thessaloniki Thermi Rd,POB 8318, GR-57001 Thessaloniki, Greece."
WOS:000781665200034,,"Passalis, N.",4,"Balkan Ctr, Ctr Interdisciplinary Res & Innovat CIRI AUTH, Bldg A&B,10th Km Thessaloniki Thermi Rd,POB 8318, GR-57001 Thessaloniki, Greece."
WOS:000781665200034,,"Kirtas, M.",5,"Balkan Ctr, Ctr Interdisciplinary Res & Innovat CIRI AUTH, Bldg A&B,10th Km Thessaloniki Thermi Rd,POB 8318, GR-57001 Thessaloniki, Greece."
WOS:000781665200034,,"Tefas, A.",6,"Balkan Ctr, Ctr Interdisciplinary Res & Innovat CIRI AUTH, Bldg A&B,10th Km Thessaloniki Thermi Rd,POB 8318, GR-57001 Thessaloniki, Greece."
WOS:000781665200034,,"Rutirawut, T.",7,"Univ Southampton, Optoelect Res Ctr, Southampton SO17 1BJ, Hants, England."
WOS:000781665200034,,"Gardes, F.",8,"Univ Southampton, Optoelect Res Ctr, Southampton SO17 1BJ, Hants, England."
WOS:000781665200034,,"Pleros, N.",9,"Balkan Ctr, Ctr Interdisciplinary Res & Innovat CIRI AUTH, Bldg A&B,10th Km Thessaloniki Thermi Rd,POB 8318, GR-57001 Thessaloniki, Greece."
WOS:001156890300283,,"Lederman, J.",1,"Princeton Univ, Dept Elect & Comp Engn, Princeton, NJ 08544 USA."
WOS:001156890300283,,"Jimoh, Y.",2,"Princeton Univ, Dept Elect & Comp Engn, Princeton, NJ 08544 USA."
WOS:001156890300283,,"Bilodeau, S.",3,"Princeton Univ, Dept Elect & Comp Engn, Princeton, NJ 08544 USA."
WOS:001156890300283,,"Zhang, W.",4,"Princeton Univ, Dept Elect & Comp Engn, Princeton, NJ 08544 USA."
WOS:001156890300283,,"Blow, E.",5,"Princeton Univ, Dept Elect & Comp Engn, Princeton, NJ 08544 USA."
WOS:001156890300283,,"de Lima, T.",6,"NEC Labs Amer, Princeton, NJ 08540 USA."
WOS:001156890300283,,"Shastri, B.",7,"Queens Univ, Dept Phys Engn Phys & Astron, Kingston, ON K7L 3N6, Canada."
WOS:001156890300283,,"Prucnal, P.",8,"Princeton Univ, Dept Elect & Comp Engn, Princeton, NJ 08544 USA."
WOS:001572095100216,,"Düzgöl, O.",1,
WOS:001572095100216,,"Kirtas, M.",2,"Aristotle Univ Thessaloniki, Computat Intelligence & Deep Learning Res Grp, Thessaloniki, Greece."
WOS:001572095100216,,"Passalis, N.",3,"Aristotle Univ Thessaloniki, Computat Intelligence & Deep Learning Res Grp, Thessaloniki, Greece."
WOS:001572095100216,,"Richter, A.",4,"VPIphotonics GmbH, Carnotstr 6, D-10587 Berlin, Germany."
WOS:001487986800017,,"Kawakami, S.",1,"Kyushu Univ, 744 Motooka Nishi Ku, Fukuoka, Japan."
WOS:000624969800039,,"Chen, C.",1,"Xiangtan Univ, Sch Phys & Optoelect Engn, Xiangtan 411105, Peoples R China."
WOS:000624969800039,,"Liu, S.",2,"Xiangtan Univ, Sch Phys & Optoelect Engn, Xiangtan 411105, Peoples R China."
WOS:000624969800039,,"Wang, M.",3,"Xiangtan Univ, Sch Phys & Optoelect Engn, Xiangtan 411105, Peoples R China."
WOS:000624969800039,,"Zhang, Z.",4,"Xiangtan Univ, Sch Phys & Optoelect Engn, Xiangtan 411105, Peoples R China."
WOS:000624969800039,,"Xiao, Y.",5,"Xiangtan Univ, Sch Phys & Optoelect Engn, Xiangtan 411105, Peoples R China."
WOS:000676346200452,,"Huang, C.",1,"Princeton Univ, Princeton, NJ 08542 USA."
WOS:000676346200452,,"Fujisawa, S.",2,"NEC Labs Amer Inc, 4 Independence Way, Princeton, NJ 08540 USA."
WOS:000676346200452,,"de Lima, T.",3,"Princeton Univ, Princeton, NJ 08542 USA."
WOS:000676346200452,,"Tait, A.",4,"NIST, Boulder, CO 80305 USA."
WOS:000676346200452,,"Blow, E.",5,"Princeton Univ, Princeton, NJ 08542 USA."
WOS:000676346200452,,"Tian, Y.",6,"NEC Labs Amer Inc, 4 Independence Way, Princeton, NJ 08540 USA."
WOS:000676346200452,,"Bilodeau, S.",7,"Princeton Univ, Princeton, NJ 08542 USA."
WOS:000676346200452,,"Jha, A.",8,"Princeton Univ, Princeton, NJ 08542 USA."
WOS:000676346200452,,"Yaman, F.",9,"NEC Labs Amer Inc, 4 Independence Way, Princeton, NJ 08540 USA."
WOS:000676346200452,,"Batshon, H.",10,"NEC Labs Amer Inc, 4 Independence Way, Princeton, NJ 08540 USA."
WOS:000676346200452,,"Peng, H.",11,"Princeton Univ, Princeton, NJ 08542 USA."
WOS:000676346200452,,"Shastri, B.",12,"Queens Univ, Kingston, ON K7L 3N6, Canada."
WOS:000676346200452,,"Inada, Y.",13,"NEC Corp Ltd, Submarine Network Div, Tokyo 1088001, Japan."
WOS:000676346200452,,"Wang, T.",14,"NEC Labs Amer Inc, 4 Independence Way, Princeton, NJ 08540 USA."
WOS:000676346200452,,"Prucnal, P.",15,"Princeton Univ, Princeton, NJ 08542 USA."
WOS:000507254300005,,"Zhang, T.",1,"Beijing Univ Posts & Telecommun, State Key Lab Informat Photon & Opt Commun, Beijing 100876, Peoples R China."
WOS:000507254300005,,"Wang, J.",2,"Beijing Univ Posts & Telecommun, State Key Lab Informat Photon & Opt Commun, Beijing 100876, Peoples R China."
WOS:000507254300005,,"Dan, Y.",3,"Beijing Univ Posts & Telecommun, State Key Lab Informat Photon & Opt Commun, Beijing 100876, Peoples R China."
WOS:000507254300005,,"Lanqiu, Y.",4,"Beijing Univ Posts & Telecommun, State Key Lab Informat Photon & Opt Commun, Beijing 100876, Peoples R China."
WOS:000507254300005,,"Dai, J.",5,"Beijing Univ Posts & Telecommun, State Key Lab Informat Photon & Opt Commun, Beijing 100876, Peoples R China."
WOS:000507254300005,,"Han, X.",6,"Huawei Technol Co Ltd, Shenzhen 518129, Guangdong, Peoples R China."
WOS:000507254300005,,"Sun, X.",7,"Beijing Univ Posts & Telecommun, Sch Sci, Beijing 100876, Peoples R China."
WOS:000507254300005,,"Xu, K.",8,"Beijing Univ Posts & Telecommun, State Key Lab Informat Photon & Opt Commun, Beijing 100876, Peoples R China."
WOS:000632648200009,,"Li, B.",1,"Chinese Acad Sci, Inst Microelect, Beijing 100029, Peoples R China."
WOS:000632648200009,,"Tang, B.",2,"Chinese Acad Sci, Inst Microelect, Beijing 100029, Peoples R China."
WOS:000632648200009,,"Yang, Y.",3,"Chinese Acad Sci, Inst Microelect, Beijing 100029, Peoples R China."
WOS:000632648200009,,"Zhang, P.",4,"Chinese Acad Sci, Inst Microelect, Beijing 100029, Peoples R China."
WOS:000632648200009,,"Liu, R.",5,"Chinese Acad Sci, Inst Microelect, Beijing 100029, Peoples R China."
WOS:000632648200009,,"Zhao, B.",6,"Photoncounts Beijng Technol Co Ltd, Beijing 100081, Peoples R China."
WOS:000632648200009,,"Li, Z.",7,"Chinese Acad Sci, Inst Microelect, Beijing 100029, Peoples R China."
WOS:000632648200009,,"Bai, B.",8,"Photoncounts Beijng Technol Co Ltd, Beijing 100081, Peoples R China."
WOS:001729274700003,,"Luan, C.",1,Massachusetts Institute of Technology
WOS:001729274700003,,"Davis, R.",2,Massachusetts Institute of Technology
WOS:001729274700003,,"Chen, Z.",3,"Univ Calif Berkeley, EECS, Berkeley, CA 94720 USA."
WOS:001729274700003,,"Englund, D.",4,Massachusetts Institute of Technology
WOS:001729274700003,,"Hamerly, R.",5,NTT Research Inc
WOS:001281668400007,,"McNeil, A.",1,"Charles Stark Draper Lab, Cambridge, MA 02139 USA."
WOS:001281668400007,,"Li, Y.",2,"Northeastern Univ, Dept Elect & Comp Engn, Boston, MA 02115 USA."
WOS:001281668400007,,"Zhang, A.",3,"Northeastern Univ, Dept Elect & Comp Engn, Boston, MA 02115 USA."
WOS:001281668400007,,"Moebius, M.",4,"Charles Stark Draper Lab, Cambridge, MA 02139 USA."
WOS:001281668400007,,"Liu, Y.",5,"Northeastern Univ, Dept Mech & Ind Engn, Boston, MA 02115 USA."
WOS:000542671100209,,"Wang, J.",1,"Beijing Univ Posts & Telecommun, State Key Lab Informat Photon & Opt Commun, Beijing 100876, Peoples R China."
WOS:000542671100209,,"Zhang, T.",2,"Beijing Univ Posts & Telecommun, State Key Lab Informat Photon & Opt Commun, Beijing 100876, Peoples R China."
WOS:000542671100209,,"Dan, Y.",3,"Beijing Univ Posts & Telecommun, State Key Lab Informat Photon & Opt Commun, Beijing 100876, Peoples R China."
WOS:000542671100209,,"Hu, F.",4,"Beijing Univ Posts & Telecommun, State Key Lab Informat Photon & Opt Commun, Beijing 100876, Peoples R China."
WOS:000542671100209,,"Lanqiu, Y.",5,"Beijing Univ Posts & Telecommun, State Key Lab Informat Photon & Opt Commun, Beijing 100876, Peoples R China."
WOS:000542671100209,,"Dai, J.",6,"Beijing Univ Posts & Telecommun, State Key Lab Informat Photon & Opt Commun, Beijing 100876, Peoples R China."
WOS:000542671100209,,"Xu, K.",7,"Beijing Univ Posts & Telecommun, State Key Lab Informat Photon & Opt Commun, Beijing 100876, Peoples R China."
WOS:000386968000038,,"Tait, A.",1,"Princeton Univ, Princeton, NJ 08544 USA."
WOS:000386968000038,,"Zhou, E.",2,"Princeton Univ, Princeton, NJ 08544 USA."
WOS:000386968000038,,"Wu, A.",3,"Princeton Univ, Princeton, NJ 08544 USA."
WOS:000386968000038,,"Nahmias, M.",4,"Princeton Univ, Princeton, NJ 08544 USA."
WOS:000386968000038,,"de Lima, T.",5,"Princeton Univ, Princeton, NJ 08544 USA."
WOS:000386968000038,,"Shastri, B.",6,"Princeton Univ, Princeton, NJ 08544 USA."
WOS:000386968000038,,"Prucnal, P.",7,"Princeton Univ, Princeton, NJ 08544 USA."
WOS:000787158300001,,"Liao, K.",1,Peking University
WOS:000787158300001,,"Li, C.",2,Peking University
WOS:000787158300001,,"Dai, T.",3,Peking University
WOS:000787158300001,,"Zhong, C.",4,"Zhejiang Univ, Coll Informat Sci & Elect Engn, Hangzhou 310027, Peoples R China."
WOS:000787158300001,,"Lin, H.",5,"Zhejiang Univ, Coll Informat Sci & Elect Engn, Hangzhou 310027, Peoples R China."
WOS:000787158300001,,"Hu, X.",6,Peking University
WOS:000787158300001,,"Gong, Q.",7,Peking University
WOS:000935481500027,,"Xia, C.",1,"Univ Otago, Dept Comp Sci, Dunedin 9016, New Zealand."
WOS:000935481500027,,"Chen, Y.",2,"Univ Otago, Dept Comp Sci, Dunedin 9016, New Zealand."
WOS:000935481500027,,"Zhang, H.",3,"Univ Otago, Dept Comp Sci, Dunedin 9016, New Zealand."
WOS:000935481500027,,"Zhang, H.",4,"Univ Otago, Dept Comp Sci, Dunedin 9016, New Zealand."
WOS:000935481500027,,"Dai, F.",5,"Univ Otago, Dept Comp Sci, Dunedin 9016, New Zealand."
WOS:000935481500027,,"Wu, J.",6,"Guangdong Univ Technol, Sch Comp, Guangzhou 510006, Peoples R China."
WOS:000721449500005,,"Huang, C.",1,"Chinese Univ Hong Kong, Dept Elect Engn, Hong Kong, Peoples R China."
WOS:000721449500005,,"Fujisawa, S.",2,"NEC Corp Ltd, Submarine Network Div, Tokyo, Japan."
